
# --- Starting Block: "Basic Latin","Standard ASCII." (0x0000 to 0x007F) ---
0x00000020   Symbol:    Name: SPACE
0x00002062   Symbol: ⁢  Name: INVISIBLE TIMES
0x00002063   Symbol: ⁣  Name: INVISIBLE SEPARATOR
0x00002064   Symbol: ⁤  Name: INVISIBLE PLUS
0x00002066   Symbol: ⁦  Name: LEFT-TO-RIGHT ISOLATE
0x00002067   Symbol: ⁧  Name: RIGHT-TO-LEFT ISOLATE
0x00002068   Symbol: ⁨  Name: FIRST STRONG ISOLATE
0x00002069   Symbol: ⁩  Name: POP DIRECTIONAL ISOLATE
0x0000206A   Symbol: ⁪  Name: INHIBIT SYMMETRIC SWAPPING
0x0000206B   Symbol: ⁫  Name: ACTIVATE SYMMETRIC SWAPPING
0x0000206C   Symbol: ⁬  Name: INHIBIT ARABIC FORM SHAPING
0x0000206D   Symbol: ⁭  Name: ACTIVATE ARABIC FORM SHAPING
0x0000206E   Symbol: ⁮  Name: NATIONAL DIGIT SHAPES
0x0000206F   Symbol: ⁯  Name: NOMINAL DIGIT SHAPES

# --- Starting Block: "Superscripts and Subscripts" (0x2070 to 0x209F) ---
0x00002070   Symbol: ⁰  Name: SUPERSCRIPT ZERO
0x00002071   Symbol: ⁱ  Name: SUPERSCRIPT LATIN SMALL LETTER I
0x00002074   Symbol: ⁴  Name: SUPERSCRIPT FOUR
0x00002075   Symbol: ⁵  Name: SUPERSCRIPT FIVE
0x00002076   Symbol: ⁶  Name: SUPERSCRIPT SIX
0x00002077   Symbol: ⁷  Name: SUPERSCRIPT SEVEN
0x00002078   Symbol: ⁸  Name: SUPERSCRIPT EIGHT
0x00002079   Symbol: ⁹  Name: SUPERSCRIPT NINE
0x0000207A   Symbol: ⁺  Name: SUPERSCRIPT PLUS SIGN
0x0000207B   Symbol: ⁻  Name: SUPERSCRIPT MINUS
0x0000207C   Symbol: ⁼  Name: SUPERSCRIPT EQUALS SIGN
0x0000207D   Symbol: ⁽  Name: SUPERSCRIPT LEFT PARENTHESIS
0x0000207E   Symbol: ⁾  Name: SUPERSCRIPT RIGHT PARENTHESIS
0x0000207F   Symbol: ⁿ  Name: SUPERSCRIPT LATIN SMALL LETTER N
0x00002080   Symbol: ₀  Name: SUBSCRIPT ZERO
0x00002081   Symbol: ₁  Name: SUBSCRIPT ONE
0x00002082   Symbol: ₂  Name: SUBSCRIPT TWO
0x00002083   Symbol: ₃  Name: SUBSCRIPT THREE
0x00002084   Symbol: ₄  Name: SUBSCRIPT FOUR
0x00002085   Symbol: ₅  Name: SUBSCRIPT FIVE
0x00002086   Symbol: ₆  Name: SUBSCRIPT SIX
0x00002087   Symbol: ₇  Name: SUBSCRIPT SEVEN
0x00002088   Symbol: ₈  Name: SUBSCRIPT EIGHT
0x00002089   Symbol: ₉  Name: SUBSCRIPT NINE
0x0000208A   Symbol: ₊  Name: SUBSCRIPT PLUS SIGN
0x0000208B   Symbol: ₋  Name: SUBSCRIPT MINUS
0x0000208C   Symbol: ₌  Name: SUBSCRIPT EQUALS SIGN
0x0000208D   Symbol: ₍  Name: SUBSCRIPT LEFT PARENTHESIS
0x0000208E   Symbol: ₎  Name: SUBSCRIPT RIGHT PARENTHESIS
0x00002090   Symbol: ₐ  Name: LATIN SUBSCRIPT SMALL LETTER A
0x00002091   Symbol: ₑ  Name: LATIN SUBSCRIPT SMALL LETTER E
0x00002092   Symbol: ₒ  Name: LATIN SUBSCRIPT SMALL LETTER O
0x00002093   Symbol: ₓ  Name: LATIN SUBSCRIPT SMALL LETTER X
0x00002094   Symbol: ₔ  Name: LATIN SUBSCRIPT SMALL LETTER SCHWA
0x00002095   Symbol: ₕ  Name: LATIN SUBSCRIPT SMALL LETTER H
0x00002096   Symbol: ₖ  Name: LATIN SUBSCRIPT SMALL LETTER K
0x00002097   Symbol: ₗ  Name: LATIN SUBSCRIPT SMALL LETTER L
0x00002098   Symbol: ₘ  Name: LATIN SUBSCRIPT SMALL LETTER M
0x00002099   Symbol: ₙ  Name: LATIN SUBSCRIPT SMALL LETTER N
0x0000209A   Symbol: ₚ  Name: LATIN SUBSCRIPT SMALL LETTER P
0x0000209B   Symbol: ₛ  Name: LATIN SUBSCRIPT SMALL LETTER S
0x0000209C   Symbol: ₜ  Name: LATIN SUBSCRIPT SMALL LETTER T

# --- Starting Block: "Currency Symbols","Symbols like €, £, and ₿." (0x20A0 to 0x20CF) ---
0x000020A0   Symbol: ₠  Name: EURO-CURRENCY SIGN
0x000020A1   Symbol: ₡  Name: COLON SIGN
0x000020A2   Symbol: ₢  Name: CRUZEIRO SIGN
0x000020A3   Symbol: ₣  Name: FRENCH FRANC SIGN
0x000020A4   Symbol: ₤  Name: LIRA SIGN
0x000020A5   Symbol: ₥  Name: MILL SIGN
0x000020A6   Symbol: ₦  Name: NAIRA SIGN
0x000020A7   Symbol: ₧  Name: PESETA SIGN
0x000020A8   Symbol: ₨  Name: RUPEE SIGN
0x000020A9   Symbol: ₩  Name: WON SIGN
0x000020AA   Symbol: ₪  Name: NEW SHEQEL SIGN
0x000020AB   Symbol: ₫  Name: DONG SIGN
0x000020AC   Symbol: €  Name: EURO SIGN
0x000020AD   Symbol: ₭  Name: KIP SIGN
0x000020AE   Symbol: ₮  Name: TUGRIK SIGN
0x000020AF   Symbol: ₯  Name: DRACHMA SIGN
0x000020B0   Symbol: ₰  Name: GERMAN PENNY SIGN
0x000020B1   Symbol: ₱  Name: PESO SIGN
0x000020B2   Symbol: ₲  Name: GUARANI SIGN
0x000020B3   Symbol: ₳  Name: AUSTRAL SIGN
0x000020B4   Symbol: ₴  Name: HRYVNIA SIGN
0x000020B5   Symbol: ₵  Name: CEDI SIGN
0x000020B6   Symbol: ₶  Name: LIVRE TOURNOIS SIGN
0x000020B7   Symbol: ₷  Name: SPESMILO SIGN
0x000020B8   Symbol: ₸  Name: TENGE SIGN
0x000020B9   Symbol: ₹  Name: INDIAN RUPEE SIGN
0x000020BA   Symbol: ₺  Name: TURKISH LIRA SIGN
0x000020BB   Symbol: ₻  Name: NORDIC MARK SIGN
0x000020BC   Symbol: ₼  Name: MANAT SIGN
0x000020BD   Symbol: ₽  Name: RUBLE SIGN
0x000020BE   Symbol: ₾  Name: LARI SIGN
0x000020BF   Symbol: ₿  Name: BITCOIN SIGN
0x000020C0   Symbol: ⃀  Name: SOM SIGN

# --- Starting Block: "Combining Diacritical Marks for Symbols" (0x20D0 to 0x20FF) ---
0x000020D0   Symbol: ⃐  Name: COMBINING LEFT HARPOON ABOVE
0x000020D1   Symbol: ⃑  Name: COMBINING RIGHT HARPOON ABOVE
0x000020D2   Symbol: ⃒  Name: COMBINING LONG VERTICAL LINE OVERLAY
0x000020D3   Symbol: ⃓  Name: COMBINING SHORT VERTICAL LINE OVERLAY
0x000020D4   Symbol: ⃔  Name: COMBINING ANTICLOCKWISE ARROW ABOVE
0x000020D5   Symbol: ⃕  Name: COMBINING CLOCKWISE ARROW ABOVE
0x000020D6   Symbol: ⃖  Name: COMBINING LEFT ARROW ABOVE
0x000020D7   Symbol: ⃗  Name: COMBINING RIGHT ARROW ABOVE
0x000020D8   Symbol: ⃘  Name: COMBINING RING OVERLAY
0x000020D9   Symbol: ⃙  Name: COMBINING CLOCKWISE RING OVERLAY
0x000020DA   Symbol: ⃚  Name: COMBINING ANTICLOCKWISE RING OVERLAY
0x000020DB   Symbol: ⃛  Name: COMBINING THREE DOTS ABOVE
0x000020DC   Symbol: ⃜  Name: COMBINING FOUR DOTS ABOVE
0x000020DD   Symbol: ⃝  Name: COMBINING ENCLOSING CIRCLE
0x000020DE   Symbol: ⃞  Name: COMBINING ENCLOSING SQUARE
0x000020DF   Symbol: ⃟  Name: COMBINING ENCLOSING DIAMOND
0x000020E0   Symbol: ⃠  Name: COMBINING ENCLOSING CIRCLE BACKSLASH
0x000020E1   Symbol: ⃡  Name: COMBINING LEFT RIGHT ARROW ABOVE
0x000020E2   Symbol: ⃢  Name: COMBINING ENCLOSING SCREEN
0x000020E3   Symbol: ⃣  Name: COMBINING ENCLOSING KEYCAP
0x000020E4   Symbol: ⃤  Name: COMBINING ENCLOSING UPWARD POINTING TRIANGLE
0x000020E5   Symbol: ⃥  Name: COMBINING REVERSE SOLIDUS OVERLAY
0x000020E6   Symbol: ⃦  Name: COMBINING DOUBLE VERTICAL STROKE OVERLAY
0x000020E7   Symbol: ⃧  Name: COMBINING ANNUITY SYMBOL
0x000020E8   Symbol: ⃨  Name: COMBINING TRIPLE UNDERDOT
0x000020E9   Symbol: ⃩  Name: COMBINING WIDE BRIDGE ABOVE
0x000020EA   Symbol: ⃪  Name: COMBINING LEFTWARDS ARROW OVERLAY
0x000020EB   Symbol: ⃫  Name: COMBINING LONG DOUBLE SOLIDUS OVERLAY
0x000020EC   Symbol: ⃬  Name: COMBINING RIGHTWARDS HARPOON WITH BARB DOWNWARDS
0x000020ED   Symbol: ⃭  Name: COMBINING LEFTWARDS HARPOON WITH BARB DOWNWARDS
0x000020EE   Symbol: ⃮  Name: COMBINING LEFT ARROW BELOW
0x000020EF   Symbol: ⃯  Name: COMBINING RIGHT ARROW BELOW
0x000020F0   Symbol: ⃰  Name: COMBINING ASTERISK ABOVE

# --- Starting Block: "Letterlike Symbols" (0x2100 to 0x214F) ---
0x00002100   Symbol: ℀  Name: ACCOUNT OF
0x00002101   Symbol: ℁  Name: ADDRESSED TO THE SUBJECT
0x00002102   Symbol: ℂ  Name: DOUBLE-STRUCK CAPITAL C
0x00002103   Symbol: ℃  Name: DEGREE CELSIUS
0x00002104   Symbol: ℄  Name: CENTRE LINE SYMBOL
0x00002105   Symbol: ℅  Name: CARE OF
0x00002106   Symbol: ℆  Name: CADA UNA
0x00002107   Symbol: ℇ  Name: EULER CONSTANT
0x00002108   Symbol: ℈  Name: SCRUPLE
0x00002109   Symbol: ℉  Name: DEGREE FAHRENHEIT
0x0000210A   Symbol: ℊ  Name: SCRIPT SMALL G
0x0000210B   Symbol: ℋ  Name: SCRIPT CAPITAL H
0x0000210C   Symbol: ℌ  Name: BLACK-LETTER CAPITAL H
0x0000210D   Symbol: ℍ  Name: DOUBLE-STRUCK CAPITAL H
0x0000210E   Symbol: ℎ  Name: PLANCK CONSTANT
0x0000210F   Symbol: ℏ  Name: PLANCK CONSTANT OVER TWO PI
0x00002110   Symbol: ℐ  Name: SCRIPT CAPITAL I
0x00002111   Symbol: ℑ  Name: BLACK-LETTER CAPITAL I
0x00002112   Symbol: ℒ  Name: SCRIPT CAPITAL L
0x00002113   Symbol: ℓ  Name: SCRIPT SMALL L
0x00002114   Symbol: ℔  Name: L B BAR SYMBOL
0x00002115   Symbol: ℕ  Name: DOUBLE-STRUCK CAPITAL N
0x00002116   Symbol: №  Name: NUMERO SIGN
0x00002117   Symbol: ℗  Name: SOUND RECORDING COPYRIGHT
0x00002118   Symbol: ℘  Name: SCRIPT CAPITAL P
0x00002119   Symbol: ℙ  Name: DOUBLE-STRUCK CAPITAL P
0x0000211A   Symbol: ℚ  Name: DOUBLE-STRUCK CAPITAL Q
0x0000211B   Symbol: ℛ  Name: SCRIPT CAPITAL R
0x0000211C   Symbol: ℜ  Name: BLACK-LETTER CAPITAL R
0x0000211D   Symbol: ℝ  Name: DOUBLE-STRUCK CAPITAL R
0x0000211E   Symbol: ℞  Name: PRESCRIPTION TAKE
0x0000211F   Symbol: ℟  Name: RESPONSE
0x00002120   Symbol: ℠  Name: SERVICE MARK
0x00002121   Symbol: ℡  Name: TELEPHONE SIGN
0x00002122   Symbol: ™  Name: TRADE MARK SIGN
0x00002123   Symbol: ℣  Name: VERSICLE
0x00002124   Symbol: ℤ  Name: DOUBLE-STRUCK CAPITAL Z
0x00002125   Symbol: ℥  Name: OUNCE SIGN
0x00002126   Symbol: Ω  Name: OHM SIGN
0x00002127   Symbol: ℧  Name: INVERTED OHM SIGN
0x00002128   Symbol: ℨ  Name: BLACK-LETTER CAPITAL Z
0x00002129   Symbol: ℩  Name: TURNED GREEK SMALL LETTER IOTA
0x0000212A   Symbol: K  Name: KELVIN SIGN
0x0000212B   Symbol: Å  Name: ANGSTROM SIGN
0x0000212C   Symbol: ℬ  Name: SCRIPT CAPITAL B
0x0000212D   Symbol: ℭ  Name: BLACK-LETTER CAPITAL C
0x0000212E   Symbol: ℮  Name: ESTIMATED SYMBOL
0x0000212F   Symbol: ℯ  Name: SCRIPT SMALL E
0x00002130   Symbol: ℰ  Name: SCRIPT CAPITAL E
0x00002131   Symbol: ℱ  Name: SCRIPT CAPITAL F
0x00002132   Symbol: Ⅎ  Name: TURNED CAPITAL F
0x00002133   Symbol: ℳ  Name: SCRIPT CAPITAL M
0x00002134   Symbol: ℴ  Name: SCRIPT SMALL O
0x00002135   Symbol: ℵ  Name: ALEF SYMBOL
0x00002136   Symbol: ℶ  Name: BET SYMBOL
0x00002137   Symbol: ℷ  Name: GIMEL SYMBOL
0x00002138   Symbol: ℸ  Name: DALET SYMBOL
0x00002139   Symbol: ℹ  Name: INFORMATION SOURCE
0x0000213A   Symbol: ℺  Name: ROTATED CAPITAL Q
0x0000213B   Symbol: ℻  Name: FACSIMILE SIGN
0x0000213C   Symbol: ℼ  Name: DOUBLE-STRUCK SMALL PI
0x0000213D   Symbol: ℽ  Name: DOUBLE-STRUCK SMALL GAMMA
0x0000213E   Symbol: ℾ  Name: DOUBLE-STRUCK CAPITAL GAMMA
0x0000213F   Symbol: ℿ  Name: DOUBLE-STRUCK CAPITAL PI
0x00002140   Symbol: ⅀  Name: DOUBLE-STRUCK N-ARY SUMMATION
0x00002141   Symbol: ⅁  Name: TURNED SANS-SERIF CAPITAL G
0x00002142   Symbol: ⅂  Name: TURNED SANS-SERIF CAPITAL L
0x00002143   Symbol: ⅃  Name: REVERSED SANS-SERIF CAPITAL L
0x00002144   Symbol: ⅄  Name: TURNED SANS-SERIF CAPITAL Y
0x00002145   Symbol: ⅅ  Name: DOUBLE-STRUCK ITALIC CAPITAL D
0x00002146   Symbol: ⅆ  Name: DOUBLE-STRUCK ITALIC SMALL D
0x00002147   Symbol: ⅇ  Name: DOUBLE-STRUCK ITALIC SMALL E
0x00002148   Symbol: ⅈ  Name: DOUBLE-STRUCK ITALIC SMALL I
0x00002149   Symbol: ⅉ  Name: DOUBLE-STRUCK ITALIC SMALL J
0x0000214A   Symbol: ⅊  Name: PROPERTY LINE
0x0000214B   Symbol: ⅋  Name: TURNED AMPERSAND
0x0000214C   Symbol: ⅌  Name: PER SIGN
0x0000214D   Symbol: ⅍  Name: AKTIESELSKAB
0x0000214E   Symbol: ⅎ  Name: TURNED SMALL F
0x0000214F   Symbol: ⅏  Name: SYMBOL FOR SAMARITAN SOURCE

# --- Starting Block: "Number Forms" (0x2150 to 0x218F) ---
0x00002150   Symbol: ⅐  Name: VULGAR FRACTION ONE SEVENTH
0x00002151   Symbol: ⅑  Name: VULGAR FRACTION ONE NINTH
0x00002152   Symbol: ⅒  Name: VULGAR FRACTION ONE TENTH
0x00002153   Symbol: ⅓  Name: VULGAR FRACTION ONE THIRD
0x00002154   Symbol: ⅔  Name: VULGAR FRACTION TWO THIRDS
0x00002155   Symbol: ⅕  Name: VULGAR FRACTION ONE FIFTH
0x00002156   Symbol: ⅖  Name: VULGAR FRACTION TWO FIFTHS
0x00002157   Symbol: ⅗  Name: VULGAR FRACTION THREE FIFTHS
0x00002158   Symbol: ⅘  Name: VULGAR FRACTION FOUR FIFTHS
0x00002159   Symbol: ⅙  Name: VULGAR FRACTION ONE SIXTH
0x0000215A   Symbol: ⅚  Name: VULGAR FRACTION FIVE SIXTHS
0x0000215B   Symbol: ⅛  Name: VULGAR FRACTION ONE EIGHTH
0x0000215C   Symbol: ⅜  Name: VULGAR FRACTION THREE EIGHTHS
0x0000215D   Symbol: ⅝  Name: VULGAR FRACTION FIVE EIGHTHS
0x0000215E   Symbol: ⅞  Name: VULGAR FRACTION SEVEN EIGHTHS
0x0000215F   Symbol: ⅟  Name: FRACTION NUMERATOR ONE
0x00002160   Symbol: Ⅰ  Name: ROMAN NUMERAL ONE
0x00002161   Symbol: Ⅱ  Name: ROMAN NUMERAL TWO
0x00002162   Symbol: Ⅲ  Name: ROMAN NUMERAL THREE
0x00002163   Symbol: Ⅳ  Name: ROMAN NUMERAL FOUR
0x00002164   Symbol: Ⅴ  Name: ROMAN NUMERAL FIVE
0x00002165   Symbol: Ⅵ  Name: ROMAN NUMERAL SIX
0x00002166   Symbol: Ⅶ  Name: ROMAN NUMERAL SEVEN
0x00002167   Symbol: Ⅷ  Name: ROMAN NUMERAL EIGHT
0x00002168   Symbol: Ⅸ  Name: ROMAN NUMERAL NINE
0x00002169   Symbol: Ⅹ  Name: ROMAN NUMERAL TEN
0x0000216A   Symbol: Ⅺ  Name: ROMAN NUMERAL ELEVEN
0x0000216B   Symbol: Ⅻ  Name: ROMAN NUMERAL TWELVE
0x0000216C   Symbol: Ⅼ  Name: ROMAN NUMERAL FIFTY
0x0000216D   Symbol: Ⅽ  Name: ROMAN NUMERAL ONE HUNDRED
0x0000216E   Symbol: Ⅾ  Name: ROMAN NUMERAL FIVE HUNDRED
0x0000216F   Symbol: Ⅿ  Name: ROMAN NUMERAL ONE THOUSAND
0x00002170   Symbol: ⅰ  Name: SMALL ROMAN NUMERAL ONE
0x00002171   Symbol: ⅱ  Name: SMALL ROMAN NUMERAL TWO
0x00002172   Symbol: ⅲ  Name: SMALL ROMAN NUMERAL THREE
0x00002173   Symbol: ⅳ  Name: SMALL ROMAN NUMERAL FOUR
0x00002174   Symbol: ⅴ  Name: SMALL ROMAN NUMERAL FIVE
0x00002175   Symbol: ⅵ  Name: SMALL ROMAN NUMERAL SIX
0x00002176   Symbol: ⅶ  Name: SMALL ROMAN NUMERAL SEVEN
0x00002177   Symbol: ⅷ  Name: SMALL ROMAN NUMERAL EIGHT
0x00002178   Symbol: ⅸ  Name: SMALL ROMAN NUMERAL NINE
0x00002179   Symbol: ⅹ  Name: SMALL ROMAN NUMERAL TEN
0x0000217A   Symbol: ⅺ  Name: SMALL ROMAN NUMERAL ELEVEN
0x0000217B   Symbol: ⅻ  Name: SMALL ROMAN NUMERAL TWELVE
0x0000217C   Symbol: ⅼ  Name: SMALL ROMAN NUMERAL FIFTY
0x0000217D   Symbol: ⅽ  Name: SMALL ROMAN NUMERAL ONE HUNDRED
0x0000217E   Symbol: ⅾ  Name: SMALL ROMAN NUMERAL FIVE HUNDRED
0x0000217F   Symbol: ⅿ  Name: SMALL ROMAN NUMERAL ONE THOUSAND
0x00002180   Symbol: ↀ  Name: ROMAN NUMERAL ONE THOUSAND C D
0x00002181   Symbol: ↁ  Name: ROMAN NUMERAL FIVE THOUSAND
0x00002182   Symbol: ↂ  Name: ROMAN NUMERAL TEN THOUSAND
0x00002183   Symbol: Ↄ  Name: ROMAN NUMERAL REVERSED ONE HUNDRED
0x00002184   Symbol: ↄ  Name: LATIN SMALL LETTER REVERSED C
0x00002185   Symbol: ↅ  Name: ROMAN NUMERAL SIX LATE FORM
0x00002186   Symbol: ↆ  Name: ROMAN NUMERAL FIFTY EARLY FORM
0x00002187   Symbol: ↇ  Name: ROMAN NUMERAL FIFTY THOUSAND
0x00002188   Symbol: ↈ  Name: ROMAN NUMERAL ONE HUNDRED THOUSAND
0x00002189   Symbol: ↉  Name: VULGAR FRACTION ZERO THIRDS
0x0000218A   Symbol: ↊  Name: TURNED DIGIT TWO
0x0000218B   Symbol: ↋  Name: TURNED DIGIT THREE

# --- Starting Block: "Arrows" (0x2190 to 0x21FF) ---
0x00002190   Symbol: ←  Name: LEFTWARDS ARROW
0x00002191   Symbol: ↑  Name: UPWARDS ARROW
0x00002192   Symbol: →  Name: RIGHTWARDS ARROW
0x00002193   Symbol: ↓  Name: DOWNWARDS ARROW
0x00002194   Symbol: ↔  Name: LEFT RIGHT ARROW
0x00002195   Symbol: ↕  Name: UP DOWN ARROW
0x00002196   Symbol: ↖  Name: NORTH WEST ARROW
0x00002197   Symbol: ↗  Name: NORTH EAST ARROW
0x00002198   Symbol: ↘  Name: SOUTH EAST ARROW
0x00002199   Symbol: ↙  Name: SOUTH WEST ARROW
0x0000219A   Symbol: ↚  Name: LEFTWARDS ARROW WITH STROKE
0x0000219B   Symbol: ↛  Name: RIGHTWARDS ARROW WITH STROKE
0x0000219C   Symbol: ↜  Name: LEFTWARDS WAVE ARROW
0x0000219D   Symbol: ↝  Name: RIGHTWARDS WAVE ARROW
0x0000219E   Symbol: ↞  Name: LEFTWARDS TWO HEADED ARROW
0x0000219F   Symbol: ↟  Name: UPWARDS TWO HEADED ARROW
0x000021A0   Symbol: ↠  Name: RIGHTWARDS TWO HEADED ARROW
0x000021A1   Symbol: ↡  Name: DOWNWARDS TWO HEADED ARROW
0x000021A2   Symbol: ↢  Name: LEFTWARDS ARROW WITH TAIL
0x000021A3   Symbol: ↣  Name: RIGHTWARDS ARROW WITH TAIL
0x000021A4   Symbol: ↤  Name: LEFTWARDS ARROW FROM BAR
0x000021A5   Symbol: ↥  Name: UPWARDS ARROW FROM BAR
0x000021A6   Symbol: ↦  Name: RIGHTWARDS ARROW FROM BAR
0x000021A7   Symbol: ↧  Name: DOWNWARDS ARROW FROM BAR
0x000021A8   Symbol: ↨  Name: UP DOWN ARROW WITH BASE
0x000021A9   Symbol: ↩  Name: LEFTWARDS ARROW WITH HOOK
0x000021AA   Symbol: ↪  Name: RIGHTWARDS ARROW WITH HOOK
0x000021AB   Symbol: ↫  Name: LEFTWARDS ARROW WITH LOOP
0x000021AC   Symbol: ↬  Name: RIGHTWARDS ARROW WITH LOOP
0x000021AD   Symbol: ↭  Name: LEFT RIGHT WAVE ARROW
0x000021AE   Symbol: ↮  Name: LEFT RIGHT ARROW WITH STROKE
0x000021AF   Symbol: ↯  Name: DOWNWARDS ZIGZAG ARROW
0x000021B0   Symbol: ↰  Name: UPWARDS ARROW WITH TIP LEFTWARDS
0x000021B1   Symbol: ↱  Name: UPWARDS ARROW WITH TIP RIGHTWARDS
0x000021B2   Symbol: ↲  Name: DOWNWARDS ARROW WITH TIP LEFTWARDS
0x000021B3   Symbol: ↳  Name: DOWNWARDS ARROW WITH TIP RIGHTWARDS
0x000021B4   Symbol: ↴  Name: RIGHTWARDS ARROW WITH CORNER DOWNWARDS
0x000021B5   Symbol: ↵  Name: DOWNWARDS ARROW WITH CORNER LEFTWARDS
0x000021B6   Symbol: ↶  Name: ANTICLOCKWISE TOP SEMICIRCLE ARROW
0x000021B7   Symbol: ↷  Name: CLOCKWISE TOP SEMICIRCLE ARROW
0x000021B8   Symbol: ↸  Name: NORTH WEST ARROW TO LONG BAR
0x000021B9   Symbol: ↹  Name: LEFTWARDS ARROW TO BAR OVER RIGHTWARDS ARROW TO BAR
0x000021BA   Symbol: ↺  Name: ANTICLOCKWISE OPEN CIRCLE ARROW
0x000021BB   Symbol: ↻  Name: CLOCKWISE OPEN CIRCLE ARROW
0x000021BC   Symbol: ↼  Name: LEFTWARDS HARPOON WITH BARB UPWARDS
0x000021BD   Symbol: ↽  Name: LEFTWARDS HARPOON WITH BARB DOWNWARDS
0x000021BE   Symbol: ↾  Name: UPWARDS HARPOON WITH BARB RIGHTWARDS
0x000021BF   Symbol: ↿  Name: UPWARDS HARPOON WITH BARB LEFTWARDS
0x000021C0   Symbol: ⇀  Name: RIGHTWARDS HARPOON WITH BARB UPWARDS
0x000021C1   Symbol: ⇁  Name: RIGHTWARDS HARPOON WITH BARB DOWNWARDS
0x000021C2   Symbol: ⇂  Name: DOWNWARDS HARPOON WITH BARB RIGHTWARDS
0x000021C3   Symbol: ⇃  Name: DOWNWARDS HARPOON WITH BARB LEFTWARDS
0x000021C4   Symbol: ⇄  Name: RIGHTWARDS ARROW OVER LEFTWARDS ARROW
0x000021C5   Symbol: ⇅  Name: UPWARDS ARROW LEFTWARDS OF DOWNWARDS ARROW
0x000021C6   Symbol: ⇆  Name: LEFTWARDS ARROW OVER RIGHTWARDS ARROW
0x000021C7   Symbol: ⇇  Name: LEFTWARDS PAIRED ARROWS
0x000021C8   Symbol: ⇈  Name: UPWARDS PAIRED ARROWS
0x000021C9   Symbol: ⇉  Name: RIGHTWARDS PAIRED ARROWS
0x000021CA   Symbol: ⇊  Name: DOWNWARDS PAIRED ARROWS
0x000021CB   Symbol: ⇋  Name: LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON
0x000021CC   Symbol: ⇌  Name: RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON
0x000021CD   Symbol: ⇍  Name: LEFTWARDS DOUBLE ARROW WITH STROKE
0x000021CE   Symbol: ⇎  Name: LEFT RIGHT DOUBLE ARROW WITH STROKE
0x000021CF   Symbol: ⇏  Name: RIGHTWARDS DOUBLE ARROW WITH STROKE
0x000021D0   Symbol: ⇐  Name: LEFTWARDS DOUBLE ARROW
0x000021D1   Symbol: ⇑  Name: UPWARDS DOUBLE ARROW
0x000021D2   Symbol: ⇒  Name: RIGHTWARDS DOUBLE ARROW
0x000021D3   Symbol: ⇓  Name: DOWNWARDS DOUBLE ARROW
0x000021D4   Symbol: ⇔  Name: LEFT RIGHT DOUBLE ARROW
0x000021D5   Symbol: ⇕  Name: UP DOWN DOUBLE ARROW
0x000021D6   Symbol: ⇖  Name: NORTH WEST DOUBLE ARROW
0x000021D7   Symbol: ⇗  Name: NORTH EAST DOUBLE ARROW
0x000021D8   Symbol: ⇘  Name: SOUTH EAST DOUBLE ARROW
0x000021D9   Symbol: ⇙  Name: SOUTH WEST DOUBLE ARROW
0x000021DA   Symbol: ⇚  Name: LEFTWARDS TRIPLE ARROW
0x000021DB   Symbol: ⇛  Name: RIGHTWARDS TRIPLE ARROW
0x000021DC   Symbol: ⇜  Name: LEFTWARDS SQUIGGLE ARROW
0x000021DD   Symbol: ⇝  Name: RIGHTWARDS SQUIGGLE ARROW
0x000021DE   Symbol: ⇞  Name: UPWARDS ARROW WITH DOUBLE STROKE
0x000021DF   Symbol: ⇟  Name: DOWNWARDS ARROW WITH DOUBLE STROKE
0x000021E0   Symbol: ⇠  Name: LEFTWARDS DASHED ARROW
0x000021E1   Symbol: ⇡  Name: UPWARDS DASHED ARROW
0x000021E2   Symbol: ⇢  Name: RIGHTWARDS DASHED ARROW
0x000021E3   Symbol: ⇣  Name: DOWNWARDS DASHED ARROW
0x000021E4   Symbol: ⇤  Name: LEFTWARDS ARROW TO BAR
0x000021E5   Symbol: ⇥  Name: RIGHTWARDS ARROW TO BAR
0x000021E6   Symbol: ⇦  Name: LEFTWARDS WHITE ARROW
0x000021E7   Symbol: ⇧  Name: UPWARDS WHITE ARROW
0x000021E8   Symbol: ⇨  Name: RIGHTWARDS WHITE ARROW
0x000021E9   Symbol: ⇩  Name: DOWNWARDS WHITE ARROW
0x000021EA   Symbol: ⇪  Name: UPWARDS WHITE ARROW FROM BAR
0x000021EB   Symbol: ⇫  Name: UPWARDS WHITE ARROW ON PEDESTAL
0x000021EC   Symbol: ⇬  Name: UPWARDS WHITE ARROW ON PEDESTAL WITH HORIZONTAL BAR
0x000021ED   Symbol: ⇭  Name: UPWARDS WHITE ARROW ON PEDESTAL WITH VERTICAL BAR
0x000021EE   Symbol: ⇮  Name: UPWARDS WHITE DOUBLE ARROW
0x000021EF   Symbol: ⇯  Name: UPWARDS WHITE DOUBLE ARROW ON PEDESTAL
0x000021F0   Symbol: ⇰  Name: RIGHTWARDS WHITE ARROW FROM WALL
0x000021F1   Symbol: ⇱  Name: NORTH WEST ARROW TO CORNER
0x000021F2   Symbol: ⇲  Name: SOUTH EAST ARROW TO CORNER
0x000021F3   Symbol: ⇳  Name: UP DOWN WHITE ARROW
0x000021F4   Symbol: ⇴  Name: RIGHT ARROW WITH SMALL CIRCLE
